"ID","linenum","fstation","lstation","linelong","co","kongtiao","yuepiao","piaozhi","pay","ftime","ltime","station"
304,"360(西直门-香山)","西直门","香山","18.95","客四","否","有效","分段计价","2.00","5:30","22:00","1 西直门 
 
2 西直门外 
 
3 动物园 
 
4 白石桥 
 
5 三虎桥 
 
6 北洼路 
 
7 车道沟 
 
8 板井村 
 
9 麦钟桥 
 
10 蓝靛厂 
 
11 蓝靛厂小学 
 
12 老营房路 
 
13 空军指挥学院 
 
14 昆明湖路 
 
15 昆明湖南路 
 
16 北营门 
 
17 中坞 
 
18 闵庄 
 
19 小屯 
 
20 门头新村 
 
21 四十五中 
 
22 师达学校 
 
23 瑞王坟 
 
24 门头村 
 
25 南河门 
 
26 红旗村 
 
27 植物园 
 
28 香山 
"
305,"360(香山-西直门)","香山","西直门","19.95","客四","否","有效","分段计价","2.00","5:20","21:30","1 香山 
 
2 植物园 
 
3 红旗村 
 
4 南河滩 
 
5 门头村 
 
6 瑞王坟 
 
7 师达学校 
 
8 四十五中 
 
9 门头新村 
 
10 小屯 
 
11 闵庄 
 
12 中坞 
 
13 北营门 
 
14 昆明湖南路 
 
15 空军指挥学院 
 
16 老营房路 
 
17 蓝靛厂小学 
 
18 蓝靛厂 
 
19 麦钟桥 
 
20 板井村 
 
21 车道沟 
 
22 北洼路 
 
23 三虎桥 
 
24 白石桥 
 
25 动物园 
 
26 西直门外 
 
27 西直门 
"
306,"360快(动物园-香山)","动物园","香山","17.35","客四","否","有效","分段计价","2.00","5:20","21:30","1 动物园 
 
2 白石桥 
 
3 北洼路 
 
4 车道沟 
 
5 黄庄东站 
 
6 东冉村 
 
7 南坞村 
 
8 昆明湖南路 
 
9 中坞 
 
10 闵庄 
 
11 小屯 
 
12 四十五中学 
 
13 门头村 
 
14 南河滩 
 
15 红旗村 
 
16 植物园 
 
17 香山 
"
307,"360快(香山-动物园)","香山","动物园","17.25","客四","否","有效","分段计价","2.00","5:20","22:00","1 香山 
 
2 植物园 
 
3 红旗村 
 
4 南河滩 
 
5 门头村 
 
6 四十五中学 
 
7 小屯 
 
8 闵庄 
 
9 中坞 
 
10 昆明湖南路 
 
11 南坞村 
 
12 东冉村 
 
13 小煤厂 
 
14 车道沟 
 
15 北洼路 
 
16 白石桥 
 
17 动物园 
"
308,"360区间(闵庄南里-西直门)","闵庄南里","西直门","12.70","客四","否","有效","分段计价","1.00","5:40","21:10","1 闵庄南里 
 
2 军需站 
 
3 中坞 
 
4 北营门 
 
5 昆明湖南路 
 
6 昆明湖路 
 
7 长河桥 
 
8 空军指挥学院 
 
9 火器营 
 
10 蓝靛厂小学 
 
11 蓝靛厂 
 
12 麦钟桥 
 
13 车道沟 
 
14 北洼路 
 
15 三虎桥 
 
16 白石桥 
 
17 动物园 
 
18 西外大街 
 
19 西直门 
"
309,"360区间(西直门-闵庄南里)","西直门","闵庄南里","12.20","客四","否","有效","分段计价","1.00","6:20","21:50","1 西直门 
 
2 西外大街 
 
3 动物园 
 
4 白石桥 
 
5 三虎桥 
 
6 北洼路 
 
7 车道沟 
 
8 麦钟桥 
 
9 蓝靛厂 
 
10 蓝靛厂小学 
 
11 火器营 
 
12 空军指挥学院 
 
13 长河桥 
 
14 昆明湖路 
 
15 昆明湖南路 
 
16 北营门 
 
17 中坞 
 
18 军需站 
 
19 闵庄南里 
"
310,"361(巴沟村-望京科技园)","巴沟村","望京科技园","22.90","客一","否","有效","分段计价","2.50","6:00","20:30","1 巴沟村 
 
2 万泉河路 
 
3 盛唐饭店 
 
4 万泉庄 
 
5 三义庙 
 
6 人民大学 
 
7 红民村 
 
8 大钟寺 
 
9 学院路 
 
10 北太平庄西站 
 
11 北太平庄 
 
12 马甸西 
 
13 马甸 
 
14 中国科技馆 
 
15 安贞里 
 
16 和平西街 
 
17 樱花西街 
 
18 安苑路 
 
19 慧新西街北口 
 
20 小营 
 
21 白庙 
 
22 六公主坟 
 
23 十字口村 
 
24 南湖中园 
 
25 花家地西里 
 
26 南湖东园 
 
27 广顺北大街 
 
28 望京西园 
 
29 望京花园 
 
30 望京科技园 
"
311,"361(望京科技园-巴沟村)","望京科技园","巴沟村","24.67","客一","否","有效","分段计价","2.50","6:00","21:30","1 望京科技园 
 
2 望京花园 
 
3 望京西园 
 
4 广顺北大街 
 
5 南湖东园 
 
6 花家地西里 
 
7 花家地北里 
 
8 望京南环 
 
9 花家地 
 
10 十字口村 
 
11 六公主坟 
 
12 白庙 
 
13 小营 
 
14 经贸大学 
 
15 中日医院 
 
16 樱花西街 
 
17 和平西街 
 
18 安贞里 
 
19 中国科技馆 
 
20 马甸 
 
21 马甸西站 
 
22 北太平庄 
 
23 北太平庄西站 
 
24 学院路 
 
25 大钟寺 
 
26 红民村 
 
27 人民大学 
 
28 三义庙 
 
29 万泉庄 
 
30 盛唐饭店 
 
31 万泉河路 
 
32 巴沟村 
"
222,"328(马连洼-安定门)","马连洼","安定门","20.00","客一","否","有效","分段计价","2.00","5:30","21:00","1 马连洼 
 
2 菊园 
 
3 菊园东站 
 
4 上地村 
 
5 安宁庄 
 
6 小营(昌平路) 
 
7 清河 
 
8 花虎沟 
 
9 双泉堡 
 
10 北沙滩北站 
 
11 北沙滩 
 
12 南沟泥河 
 
13 中科院地球所 
 
14 洼里南口 
 
15 豹房 
 
16 炎黄艺术馆 
 
17 安慧北里 
 
18 小关 
 
19 安贞桥 
 
20 蒋宅口 
 
21 安定门 
"
223,"329(李家峪-宛平小区)","李家峪","宛平小区","15.20","客三","否","有效","分段计价","1.50","6:00","20:00","1 李家峪 
 
2 太子峪陵园 
 
3 杨家坟东口 
 
4 吕村 
 
5 辛庄路口 
 
6 董家坟 
 
7 张家坟 
 
8 二老庄 
 
9 朱家坟 
 
10 赵辛店 
 
11 十中 
 
12 长辛店南口 
 
13 长辛店北口 
 
14 杜家坎 
 
15 卢沟新桥 
 
16 弹簧厂 
 
17 晓月苑 
 
18 宛平小区 
"
224,"329(宛平小区-李家峪)","宛平小区","李家峪","15.20","客三","否","有效","分段计价","1.50","6:30","20:30","1 宛平小区 
 
2 晓月苑 
 
3 弹簧厂 
 
4 卢沟新桥 
 
5 杜家坎 
 
6 长辛店北口 
 
7 长辛店南口 
 
8 十中 
 
9 赵辛店 
 
10 朱家坟 
 
11 二老庄 
 
12 张家坟 
 
13 董家坟 
 
14 辛庄路口 
 
15 吕村 
 
16 杨家坟东口 
 
17 太子峪陵园 
 
18 李家峪 
"
225,"329支(马家坟-宛平小区)","马家坟","宛平小区","11.80","客三","否","有效","单一票制","1.00","6:00","20:30","1 马家坟 
 
2 董家坟 
 
3 张家坟 
 
4 二老庄 
 
5 朱家坟 
 
6 赵辛店 
 
7 十中 
 
8 长辛店南口 
 
9 长辛店北口 
 
10 杜家坎 
 
11 芦沟新桥 
 
12 抗战雕塑园 
 
13 晓月苑 
 
14 宛平小区 
"
226,"329支(宛平小区-马家坟)","宛平小区","马家坟","11.80","客三","否","有效","单一票制","1.00","6:00","20:00","1 宛平小区 
 
2 晓月苑 
 
3 抗战雕塑园 
 
4 芦沟新桥 
 
5 杜家坎 
 
6 长辛店北口 
 
7 长辛店南口 
 
8 十中 
 
9 赵辛店 
 
10 朱家坟 
 
11 二老庄 
 
12 张家坟 
 
13 董家坟 
 
14 马家坟 
"
227,"33(公主坟-黄庄)","公主坟","黄庄","9.20","客六","否","有效","单一票制","1.00","6:00","22:00","1 公主坟 
 
2 翠微路 
 
3 万寿路 
 
4 翠微南里 
 
5 滨角园 
 
6 八宝庄 
 
7 玲珑公园 
 
8 八里庄路 
 
9 五路 
 
10 善家坟 
 
11 彰化村 
 
12 正福寺 
 
13 板井村 
 
14 小煤厂 
 
15 小煤厂北 
 
16 黄庄西站 
 
17 黄庄 
"
228,"33(黄庄-公主坟)","黄庄","公主坟","7.40","客六","否","有效","单一票制","1.00","6:30","22:30","1 黄庄 
 
2 黄庄东站 
 
3 板井村 
 
4 正福寺 
 
5 彰化村 
 
6 善家坟 
 
7 五路 
 
8 八里庄路 
 
9 玲珑公园 
 
10 八宝庄 
 
11 滨角园 
 
12 翠微南里 
 
13 万寿路 
 
14 翠微路 
 
15 公主坟 
"
229,"330(西小营-颐和园)","西小营","颐和园","17.65","客四","否","有效","分段计价","2.00","5:20","21:00","1 西小营 
 
2 高里掌 
 
3 辛庄北站 
 
4 辛庄 
 
5 温泉 
 
6 温泉苗圃 
 
7 白家疃西口 
 
8 白家疃东口 
 
9 杨庄 
 
10 黑龙潭 
 
11 太舟坞 
 
12 屯佃大桥 
 
13 亮甲店西口 
 
14 亮甲店 
 
15 回民公墓 
 
16 西北旺 
 
17 黑山扈北口 
 
18 黑山扈 
 
19 红山口 
 
20 安河桥 
 
21 北宫门 
 
22 颐和园 
"
230,"330(颐和园-西小营)","颐和园","西小营","17.65","客四","否","有效","分段计价","2.00","5:55","21;30","1 颐和园 
 
2 北宫门 
 
3 安河桥 
 
4 红山口 
 
5 黑山扈 
 
6 黑山扈北口 
 
7 西北旺 
 
8 回民公墓 
 
9 亮甲店 
 
10 亮甲店西口 
 
11 屯佃大桥 
 
12 太舟坞 
 
13 黑龙潭 
 
14 杨庄 
 
15 白家疃东口 
 
16 白家疃西口 
 
17 温泉苗圃 
 
18 温泉 
 
19 辛庄 
 
20 辛庄北站 
 
21 高里掌 
 
22 西小营 
"
231,"331(香山-新街口豁口)","香山","新街口豁口","22.95","客四","否","有效","分段计价","2.50","5:20","21:30","1 香山 
 
2 卧佛寺 
 
3 万安公墓 
 
4 正蓝旗 
 
5 丰户营 
 
6 娘娘府 
 
7 林科院 
 
8 厢红旗 
 
9 军科院 
 
10 青龙桥 
 
11 北宫门 
 
12 颐和园 
 
13 西苑 
 
14 颐和园路东口 
 
15 圆明园 
 
16 清华西门 
 
17 中关园北站 
 
18 蓝旗营 
 
19 清华园 
 
20 五道口 
 
21 语言学院 
 
22 成府路东口 
 
23 航空航天大学 
 
24 北医三院 
 
25 塔院 
 
26 牡丹园 
 
27 北太平庄 
 
28 师范大学 
 
29 小西天 
 
30 新街口豁口 
"
232,"331(新街口豁口-香山)","新街口豁口","香山","24.25","客四","否","有效","分段计价","2.50","5:10","22:00","1 新街口豁口 
 
2 索家坟 
 
3 小西门 
 
4 师范大学 
 
5 北太平庄 
 
6 花园路 
 
7 塔院 
 
8 北医三院 
 
9 航空航天大学 
 
10 成府路东口 
 
11 语言学院 
 
12 五道口 
 
13 清华园 
 
14 蓝旗营 
 
15 中关园北站 
 
16 清华西门 
 
17 圆明园 
 
18 颐和园路东口 
 
19 西苑 
 
20 颐和园 
 
21 北宫门 
 
22 青龙桥 
 
23 军科院 
 
24 厢红旗 
 
25 林科院 
 
26 娘娘府 
 
27 丰户营 
 
28 正蓝旗 
 
29 万安公墓 
 
30 卧佛寺 
 
31 香山 
"
233,"332(动物园-颐和园)","动物园","颐和园","11.60","客三","否","有效","分段计价","1.00","5:30","23:00","1 动物园 
 
2 白石桥南站 
 
3 白石桥 
 
4 国家图书馆 
 
5 民族学院 
 
6 魏公村 
 
7 农科院 
 
8 人民大学 
 
9 海淀黄庄 
 
10 中关村 
 
11 海淀 
 
12 北京大学 
 
13 西苑 
 
14 颐和园 
"
234,"332(颐和园-动物园)","颐和园","动物园","10.10","客三","否","有效","分段计价","1.00","5:10","23:00","1 颐和园 
 
2 西苑 
 
3 北京大学 
 
4 海淀 
 
5 中关村 
 
6 中关村南站 
 
7 海淀黄庄 
 
8 人民大学 
 
9 农科院 
 
10 魏公村 
 
11 民族学院 
 
12 国家图书馆 
 
13 白石桥 
 
14 动物园 
"
235,"332支(六里桥-颐和园)","六里桥","颐和园","17.79","客三","否","有效","分段计价","2.00","5:30","21:30","1 六里桥 
 
2 六里桥北里 
 
3 什坊院 
 
4 公主坟南站 
 
5 公主坟 
 
6 八一湖 
 
7 阜成路 
 
8 花园村 
 
9 紫竹院 
 
10 万寿寺 
 
11 魏公村西口 
 
12 三义庙 
 
13 长春桥路 
 
14 万柳中路南口 
 
15 巴沟村南路 
 
16 万柳中路北口 
 
17 巴沟村 
 
18 万泉河路 
 
19 北京市地震局 
 
20 海淀 
 
21 北京大学西门 
 
22 圆明园 
 
23 西苑 
 
24 颐和园 
"
236,"332支(颐和园-六里桥)","颐和园","六里桥","18.43","客三","否","有效","分段计价","2.00","6:10","22:30","1 颐和园 
 
2 西苑 
 
3 圆明园 
 
4 北京大学西门 
 
5 海淀 
 
6 北京市地震局 
 
7 万泉河路 
 
8 巴沟村 
 
9 万柳中路北口 
 
10 巴沟村南路 
 
11 万柳中路南口 
 
12 长春桥路 
 
13 三义庙 
 
14 魏公村西口 
 
15 万寿寺 
 
16 紫竹院 
 
17 花园村 
 
18 阜成路 
 
19 八一湖 
 
20 公主坟 
 
21 公主坟南站 
 
22 什坊院 
 
23 六里桥北里 
 
24 六里桥 
"
237,"334(动物园-永定路)","动物园","永定路","10.95","客四","否","有效","分段计价","1.00","5:30","22;30","1 动物园 
 
2 白石桥 
 
3 三虎桥 
 
4 北洼路 
 
5 车道沟 
 
6 板井村 
 
7 小煤厂 
 
8 金庄 
 
9 营慧寺 
 
10 五路桥 
 
11 五孔桥 
 
12 亮甲店 
 
13 半壁店 
 
14 半壁店南站 
 
15 铁家坟 
 
16 永定路 
"
238,"334(永定路-动物园)","永定路","动物园","11.90","客四","否","有效","分段计价","1.00","5:30","22:30","1 永定路 
 
2 铁家坟 
 
3 半壁店南站 
 
4 半壁店 
 
5 亮甲店 
 
6 五孔桥 
 
7 五路桥 
 
8 营慧寺 
 
9 金庄 
 
10 小煤厂 
 
11 黄庄 
 
12 黄庄东站 
 
13 板井村 
 
14 车道沟 
 
15 北洼路 
 
16 三虎桥 
 
17 白石桥 
 
18 动物园 
"
239,"335(东大街南口-阜成门)","东大街南口","阜成门","19.64","客四","否","有效","分段计价","2.00","5:20","22:00","1 东大街南口 
 
2 东大街 
 
3 七里庄 
 
4 岔路口 
 
5 丰台路口 
 
6 岳各庄桥 
 
7 岳各庄 
 
8 郑常庄 
 
9 青塔 
 
10 沙窝村 
 
11 沙窝东站 
 
12 西翠路 
 
13 万寿路南口 
 
14 万寿路 
 
15 公主坟 
 
16 翠微路 
 
17 罗道庄 
 
18 滨角园 
 
19 钓鱼台 
 
20 八里庄 
 
21 马神庙 
 
22 白堆子 
 
23 甘家口 
 
24 展览路 
 
25 阜成门 
"
240,"335(阜成门-东大街南口)","阜成门","东大街南口","17.64","客四","否","有效","分段计价","2.00","5:20","22:00","1 阜成门 
 
2 展览路 
 
3 甘家口 
 
4 白堆子 
 
5 马神庙 
 
6 八里庄 
 
7 钓鱼台 
 
8 滨角园 
 
9 罗道庄 
 
10 翠微路 
 
11 万寿路 
 
12 万寿路南口 
 
13 西翠路 
 
14 沙窝东站 
 
15 沙窝村 
 
16 青塔 
 
17 郑常庄 
 
18 岳各庄 
 
19 岳各庄桥 
 
20 丰台路口 
 
21 岔路口 
 
22 七里庄 
 
23 东大街 
 
24 东大街南口 
 
"
241,"336(大峪-阜成门)","大峪","阜成门","28.34","客四","否","有效","分段计价","3.00","5:00","22:00","1 大峪 
 
2 新桥大街 
 
3 河滩 
 
4 城子 
 
5 水闸 
 
6 三家店 
 
7 南宫 
 
8 五里坨 
 
9 黑石头 
 
10 高井 
 
11 模式口 
 
12 首钢小区 
 
13 石景山 
 
14 金顶街 
 
15 六区 
 
16 苹果园 
 
17 高科技园区 
 
18 苹果园东口 
 
19 西黄村 
 
20 廖公庄 
 
21 什坊院 
 
22 田村西口 
 
23 田村 
 
24 半壁店 
 
25 五孔桥 
 
26 定慧寺 
 
27 八里庄 
 
28 马神庙 
 
29 白堆子 
 
30 甘家口 
 
31 展览路 
 
32 阜成门 
"
242,"336(阜成门-大峪)","阜成门","大峪","28.34","客四","否","有效","分段计价","3.00","5:00","22:00","1 阜成门 
 
2 展览路 
 
3 甘家口 
 
4 白堆子 
 
5 马神庙 
 
6 八里庄 
 
7 定慧寺 
 
8 五孔桥 
 
9 半壁店 
 
10 田村 
 
11 田村西口 
 
12 什坊院 
 
13 廖公庄 
 
14 西黄村 
 
15 苹果园东口 
 
16 高科技园区 
 
17 苹果园 
 
18 六区 
 
19 金顶街东口 
 
20 石景山 
 
21 首钢小区 
 
22 模式口 
 
23 高井 
 
24 黑石头 
 
25 五里坨 
 
26 南宫 
 
27 三家店 
 
28 水闸 
 
29 城子 
 
30 河滩 
 
31 新桥大街 
 
32 大峪 
"
243,"337(前门-石景山)","前门","石景山","23.50","客六","否","有效","分段计价","2.50","5:10","22:30","1 前门 
 
2 和平门 
 
3 长椿街 
 
4 礼士路 
 
5 木樨地 
 
6 军事博物馆 
 
7 公主坟 
 
8 翠微路 
 
9 万寿路 
 
10 东翠路口 
 
11 沙沟 
 
12 五棵松 
 
13 永定路 
 
14 玉泉路 
 
15 八宝山 
 
16 老山 
 
17 京原东站 
 
18 京原路口 
 
19 京燕饭店 
 
20 八角 
 
21 古城 
 
22 老古城 
 
23 厂东门 
 
24 化肥厂 
 
25 北辛安 
 
26 石景山 
"
244,"337(石景山-前门)","石景山","前门","23.50","客六","否","有效","分段计价","2.50","5:10","22:00","1 石景山 
 
2 北辛安 
 
3 化肥厂 
 
4 厂东门 
 
5 老古城 
 
6 古城 
 
7 八角 
 
8 京燕饭店 
 
9 京原路口 
 
10 京原东站 
 
11 老山 
 
12 八宝山 
 
13 玉泉路 
 
14 永定路 
 
15 五棵松 
 
16 沙沟 
 
17 东翠路口 
 
18 万寿路 
 
19 翠微路 
 
20 公主坟 
 
21 军事博物馆 
 
22 木樨地 
 
23 礼士路 
 
24 长椿街 
 
25 和平门 
 
26 前门 
"
245,"338(丰台北站-玉泉路)","丰台北路","玉泉路","7.90","客六","否","有效","分段计价","1.00","6:00","19:35","1 丰台北路 
 
2 丰台路口 
 
3 大井 
 
4 双楼村 
 
5 双林南路 
 
6 小屯村东口 
 
7 梅市口南站 
 
8 梅市口 
 
9 曹家坟 
 
10 小瓦窑 
 
11 石槽 
 
12 玉泉路 
"
246,"338(玉泉路-丰台北站)","玉泉路","丰台北路","7.90","客六","否","有效","分段计价","1.00","6:25","20:00","1 玉泉路 
 
2 石槽 
 
3 小瓦窑 
 
4 曹家坟 
 
5 梅市口 
 
6 梅市口南站 
 
7 小屯村东口 
 
8 双林南路 
 
9 双楼村 
 
10 大井 
 
11 丰台路口 
 
12 丰台北路 
"
247,"339(六里桥-王佐)","六里桥","王佐","22.90","客三","否","有效","分段计价","2.50","5:20","22:00","1 六里桥 
 
2 小井 
 
3 岳各庄环岛 
 
4 丰台路口 
 
5 大井 
 
6 五里店 
 
7 西道口 
 
8 抗战雕塑园 
 
9 芦沟新桥 
 
10 杜家坎 
 
11 长辛店北口 
 
12 长辛店南口 
 
13 十中 
 
14 赵辛店 
 
15 朱家坟 
 
16 张家坟 
 
17 佃起村 
 
18 云岗 
 
19 南宫商业街 
 
20 东王佐 
 
21 王佐 
"
248,"339(王佐-六里桥)","王佐","六里桥","21.70","客三","否","有效","分段计价","2.50","5:10","22:00","1 王佐 
 
2 东王佐 
 
3 南宫商业街 
 
4 云岗 
 
5 佃起村 
 
6 张家坟 
 
7 朱家坟 
 
8 赵辛店 
 
9 十中 
 
10 长辛店南口 
 
11 长辛店北口 
 
12 杜家坎 
 
13 芦沟新桥 
 
14 抗战雕塑园 
 
15 西道口 
 
16 五里店 
 
17 大井 
 
18 丰台路口 
 
19 小井 
 
20 六里桥 
"
249,"34(虎坊桥-祁家坟)","虎坊桥","祁家坟","12.50","客五","否","有效","单一票制","1.00","5:50","22:20","1 虎坊桥 
 
2 友谊医院 
 
3 天桥 
 
4 天坛北门 
 
5 法华寺 
 
6 体育馆西路 
 
7 光明楼 
 
8 劲松西口 
 
9 劲松南路 
 
10 潘家园 
 
11 华威西里 
 
12 松榆北路西口 
 
13 武圣路 
 
14 松榆南路西口 
 
15 松榆东里 
 
16 双龙南里 
 
17 工业大学 
 
18 潘道庙 
 
19 祁家坟 
"
250,"34(祁家坟-虎坊桥)","祁家坟","虎坊桥","11.90","客五","否","有效","单一票制","1.00","5:50","21:40","1 祁家坟 
 
2 潘道庙 
 
3 工业大学 
 
4 双龙南里 
 
5 松榆东里 
 
6 松榆南路西口 
 
7 武圣路 
 
8 松榆北路西口 
 
9 华威西里 
 
10 潘家园 
 
11 劲松南路 
 
12 劲松西口 
 
13 光明楼 
 
14 体育馆西路 
 
15 法华寺 
 
16 天坛北门 
 
17 天桥 
 
18 友谊医院 
 
19 虎坊桥 
"
251,"340(菜户营-怡海花园)","菜户营","怡海花园","17.42","客三","否","有效","分段计价","1.50","5;20","22;30","1 菜户营 
 
2 鸭子桥北里 
 
3 广安门南站 
 
4 达官营 
 
5 湾子 
 
6 莲花池 
 
7 六里桥 
 
8 小井 
 
9 丰台路口 
 
10 岔路口 
 
11 北大地 
 
12 丰台 
 
13 丰台桥南 
 
14 韩庄子 
 
15 温泉花园 
 
16 怡海花园 
"
252,"340(怡海花园-菜户营)","怡海花园","菜户营","16.42","客三","否","有效","分段计价","1.50","5:30","22:30","1 怡海花园 
 
2 温泉花园 
 
3 韩庄子 
 
4 丰台桥南 
 
5 丰台 
 
6 北大地 
 
7 岔路口 
 
8 丰台路口 
 
9 小井 
 
10 六里桥西里 
 
11 六里桥 
 
12 莲花池 
 
13 湾子 
 
14 达官营 
 
15 广安门南站 
 
16 鸭子桥北里 
 
17 菜户营 
"
253,"341(木樨园-青云店镇)","木樨园","青云店镇","27.60","客二","否","有效","分段计价","2.50","5:10","19:30","1 木樨园 
 
2 海慧寺 
 
3 南顶村 
 
4 大红门北站 
 
5 大红门 
 
6 久敬庄 
 
7 和义农场 
 
8 和义南站 
 
9 三营门 
 
10 西洼地 
 
11 东高地 
 
12 六营门 
 
13 东营房 
 
14 南小街 
 
15 德茂庄 
 
16 中兴庄 
 
17 瀛海庄 
 
18 三槐堂 
 
19 杜庆堂 
 
20 北普陀影视城 
 
21 南宫村 
 
22 南大红门 
 
23 曹村 
 
24 垡上 
 
25 敬老院 
 
26 青云市场 
 
27 花园新村 
 
28 五村 
 
29 青云店镇 
"
254,"341(青云店镇-木樨园)","青云店镇","木樨园","27.60","客二","否","有效","分段计价","2.50","5:10","19:30","1 青云店镇 
 
2 五村 
 
3 花园新村 
 
4 青云市场 
 
5 敬老院 
 
6 垡上 
 
7 曹村 
 
8 南大红门 
 
9 南宫村 
 
10 北普陀影视城 
 
11 杜庆堂 
 
12 三槐堂 
 
13 瀛海庄 
 
14 中兴庄 
 
15 德茂庄 
 
16 南小街 
 
17 东营房 
 
18 六营门 
 
19 东高地 
 
20 西洼地 
 
21 三营门 
 
22 和义南站 
 
23 和义农场 
 
24 久敬庄 
 
25 大红门 
 
26 大红门北站 
 
27 南顶村 
 
28 海慧寺 
 
29 木樨园 
"
255,"342(武夷花园-小庄)","武夷花园","小庄","20.77","客五","否","有效","分段计价","2.00","5:00","22;00","1 武夷花园 
 
2 三元村 
 
3 东关大桥 
 
4 通州 
 
5 新华大街 
 
6 西大街 
 
7 西门 
 
8 北苑 
 
9 八里桥 
 
10 杨闸 
 
11 管庄 
 
12 周家井 
 
13 三间房 
 
14 二外语 
 
15 定福庄 
 
16 大黄庄 
 
17 高井 
 
18 太平庄 
 
19 青年路 
 
20 十里堡 
 
21 八里庄 
 
22 红庙 
 
23 小庄 
"
256,"342(小庄-武夷花园)","小庄","武夷花园","20.77","客五","否","有效","分段计价","2.00","5:10","23;00","1 小庄 
 
2 红庙 
 
3 八里庄 
 
4 十里堡 
 
5 青年路 
 
6 太平庄 
 
7 高井 
 
8 大黄庄 
 
9 定福庄 
 
10 二外语 
 
11 三间房 
 
12 周家井 
 
13 管庄 
 
14 杨闸 
 
15 八里桥 
 
16 北苑 
 
17 西门 
 
18 西大街 
 
19 新华大街 
 
20 通州 
 
21 东关大桥 
 
22 三元村 
 
23 武夷花园 
 
"
257,"343(虎坊路-万源路)","虎坊路","万源路","16.24","客二","否","有效","分段计价","1.50","5:20","22:00","1 虎坊路 
 
2 游泳池(太平街) 
 
3 四路通 
 
4 洋桥 
 
5 马家堡东口 
 
6 西马厂北口 
 
7 西马厂 
 
8 大李窑 
 
9 大红门 
 
10 久敬庄 
 
11 和义农场 
 
12 南苑 
 
13 北马路 
 
14 红房子 
 
15 新华路南口 
 
16 三营门 
 
17 西洼地 
 
18 东高地 
 
19 万源路 
"
258,"343(万源路-虎坊路)","万源路","虎坊路","16.24","客二","否","有效","分段计价","1.50","5:10","22:00","1 万源路 
 
2 东高地 
 
3 西洼地 
 
4 三营门 
 
5 新华路南口 
 
6 红房子 
 
7 北马路 
 
8 南苑 
 
9 和义农场 
 
10 久敬庄 
 
11 大红门 
 
12 大李窑 
 
13 西马厂 
 
14 西马厂北口 
 
15 马家堡东口 
 
16 洋桥 
 
17 四路通 
 
18 游泳池(太平街) 
 
19 虎坊路 
"
259,"344(德胜门-回龙观小区)","德胜门","回龙观小区","19.71","客一","否","有效","分段计价","2.00","6:30","21:30","1 德胜门 
 
2 德外 
 
3 新街口豁口 
 
4 师范大学 
 
5 北郊市场 
 
6 祁家豁子 
 
7 北沙滩 
 
8 北沙滩北站 
 
9 清河 
 
10 小营 
 
11 西三旗 
 
12 回龙观北站 
 
13 回龙观东站 
 
14 龙华园 
 
15 龙华园东区 
 
16 广场东门 
 
17 回龙观小区 
"
260,"344(回龙观小区-德胜门)","回龙观小区","德胜门","19.37","客一","否","有效","分段计价","2.00","5:30","21:30","1 回龙观小区 
 
2 广场东门 
 
3 龙华园东区 
 
4 龙华园 
 
5 回龙观东站 
 
6 回龙观北站 
 
7 西三旗 
 
8 小营 
 
9 清河 
 
10 北沙滩北站 
 
11 北沙滩 
 
12 祁家豁子 
 
13 北郊市场 
 
14 德外 
 
15 德胜门 
"
261,"344支(德胜门-二六一医院)","德胜门","二六一医院","27.07","客一","否","有效","分段计价","3.00","5:30","21:00","1 德胜门 
 
2 北郊市场 
 
3 马甸 
 
4 祁家豁子 
 
5 苇子坑(昌平高速路) 
 
6 南沙滩 
 
7 北沙滩 
 
8 双泉堡 
 
9 清河南镇 
 
10 清河 
 
11 小营(昌平路) 
 
12 四拨子 
 
13 西三旗 
 
14 回龙观 
 
15 回龙观北站 
 
16 二拨子 
 
17 朱辛庄 
 
18 史各庄 
 
19 定福皇庄 
 
20 沙河 
 
21 沙河西站 
 
22 老牛湾 
 
23 皂甲屯 
 
24 二六一医院 
"
262,"344支(二六一医院-德胜门)","二六一医院","德胜门","26.75","客一","否","有效","分段计价","3.00","5:30","20:30","1 二六一医院 
 
2 皂甲屯 
 
3 老牛湾 
 
4 沙河西站 
 
5 沙河 
 
6 定福皇庄 
 
7 史各庄 
 
8 朱辛庄 
 
9 二拨子 
 
10 回龙观北站 
 
11 回龙观 
 
12 西三旗 
 
13 四拨子 
 
14 小营(昌平路) 
 
15 清河 
 
16 清河南镇 
 
17 双泉堡 
 
18 北沙滩 
 
19 南沙滩 
 
20 苇子坑 
 
21 祁家豁子 
 
22 马甸 
 
23 北郊市场 
 
24 德胜门 
"
263,"345(昌平北站-德胜门)","昌平北站","德胜门","37.28","客一","否","有效","分段计价","4.00","5;15","22:00","1 昌平北站 
 
2 南大街 
 
3 南环中路 
 
4 水屯(昌平县) 
 
5 水屯南 
 
6 白浮 
 
7 西沙屯 
 
8 小寨 
 
9 满井 
 
10 北大桥 
 
11 沙河 
 
12 碧水庄园 
 
13 定福皇庄 
 
14 史各庄 
 
15 朱辛庄 
 
16 二拨子 
 
17 回龙观北站 
 
18 回龙观 
 
19 西三旗 
 
20 小营 
 
21 清河 
 
22 北沙滩 
 
23 苇子坑 
 
24 祁家豁子 
 
25 北郊市场 
 
26 德胜门 
"
