"ID","linenum","fstation","lstation","linelong","co","kongtiao","yuepiao","piaozhi","pay","ftime","ltime","station"
723,"833(西红门西站-北苑轻轨站)","西红门西站","北苑轻轨站","46.20","巴士","是","无效","分段计价","10.00","6:00","20:00","1 西红门西站 
 
2 宏昌路 
 
3 欣和街 
 
4 宏福路 
 
5 陈留村 
 
6 天伦锦城 
 
7 银地家园 
 
8 黄土岗 
 
9 新发地 
 
10 马家楼 
 
11 玉泉营 
 
12 夏家胡同 
 
13 丰益桥 
 
14 丽泽桥 
 
15 西局 
 
16 六里桥南里 
 
17 六里桥北里 
 
18 什坊院 
 
19 公主坟南站 
 
20 公主坟 
 
21 八一湖 
 
22 阜成路 
 
23 马神庙 
 
24 白堆子 
 
25 甘家口 
 
26 阜外西口 
 
27 展览路 
 
28 礼士路 
 
29 阜成门 
 
30 西直门 
 
31 索家坟 
 
32 明光村 
 
33 学院路 
 
34 蓟门桥 
 
35 航空航天大学 
 
36 成府路东口 
 
37 科技大学 
 
38 二里庄南口 
 
39 二里庄 
 
40 北沙滩 
 
41 南沟泥河 
 
42 中科院地球所 
 
43 洼里南口 
 
44 豹房 
 
45 秀园 
 
46 大屯东站 
 
47 大屯北站 
 
48 辛店村 
 
49 北苑北站 
 
50 大羊坊 
 
51 大羊坊东站  
 
52 北苑家园 
 
53 清友园 
 
54 北苑轻轨站 
"
724,"834(管庄惠河建材市场-中央党校北门)","管庄惠河建材市场","中央党校北门","40.60","巴士","是","无效","分段计价","10.00","5:30","20:30","1 管庄惠河建材市场 
 
2 惠河建材市场中区 
 
3 惠河建材市场西区 
 
4 杨闸 
 
5 管庄 
 
6 周家井 
 
7 三间房 
 
8 二外语 
 
9 定福庄 
 
10 大黄庄 
 
11 高井 
 
12 民航医院 
 
13 太平庄 
 
14 甘露园 
 
15 青年中路 
 
16 姚家园村 
 
17 青年北路 
 
18 姚家园 
 
19 姚家园西口 
 
20 豆各庄 
 
21 朝阳公园桥 
 
22 六里屯 
 
23 朝阳公园 
 
24 团结湖 
 
25 农展馆 
 
26 三里屯 
 
27 工人体育场 
 
28 工人体育馆 
 
29 中街 
 
30 十条豁口 
 
31 小街 
 
32 张自忠路 
 
33 宽街 
 
34 锣鼓巷 
 
35 地安门 
 
36 鼓楼 
 
37 铸钟厂 
 
38 甘水桥 
 
39 果子市 
 
40 德胜门 
 
41 新街口豁口 
 
42 北京北站 
 
43 索家坟 
 
44 明光村 
 
45 学院路 
 
46 蓟门桥 
 
47 航空航天大学 
 
48 学四口 
 
49 海淀走读大学 
 
50 保福寺 
 
51 中关村一街 
 
52 中关村 
 
53 中关园 
 
54 中关园北站 
 
55 清华西门 
 
56 圆明园 
 
57 颐和园路东口 
 
58 西苑 
 
59 北宫门 
 
60 安河桥 
 
61 中央党校北门 
"
725,"834(中央党校北门-管庄惠河建材市场)","中央党校北门","管庄惠河建材市场","40.50","巴士","是","无效","分段计价","10.00","6:00","20:30","1 中央党校北门 
 
2 中央党校东门 
 
3 骚子营 
 
4 西苑 
 
5 颐和园路东口 
 
6 圆明园 
 
7 清华西门 
 
8 中关园北站 
 
9 中关园 
 
10 中关村 
 
11 中关村一街 
 
12 保福寺 
 
13 海淀走读大学 
 
14 学四口 
 
15 航空航天大学 
 
16 蓟门桥 
 
17 学院路 
 
18 明光村 
 
19 小西门 
 
20 金典花园 
 
21 文慧园路 
 
22 文慧园东口 
 
23 小西天 
 
24 新街口豁口 
 
25 德胜门 
 
26 果子市 
 
27 甘水桥 
 
28 铸钟厂 
 
29 鼓楼 
 
30 地安门 
 
31 锣鼓巷 
 
32 宽街 
 
33 张自忠路 
 
34 小街 
 
35 十条豁口 
 
36 中街 
 
37 工人体育馆 
 
38 工人体育场 
 
39 三里屯 
 
40 农展馆 
 
41 团结湖 
 
42 朝阳公园 
 
43 六里屯 
 
44 朝阳公园桥 
 
45 豆各庄 
 
46 姚家园西口 
 
47 姚家园 
 
48 青年北路 
 
49 姚家园村 
 
50 青年中路 
 
51 甘露园 
 
52 太平庄 
 
53 民航医院 
 
54 高井 
 
55 大黄庄 
 
56 定福庄 
 
57 二外语 
 
58 三间房 
 
59 周家井 
 
60 管庄 
 
61 杨闸 
 
62 惠河建材市场西站 
 
63 惠河建材市场中区 
 
64 管庄惠河建材市场 
"
726,"836(宝隆公寓-北亚花园)","宝隆公寓","北亚花园","47.20","巴士","是","无效","分段计价","11.00","6:00","20:00","1 宝隆公寓 
 
2 韩庄子 
 
3 丰台桥南 
 
4 正阳大街 
 
5 丰台火车站 
 
6 东大街南口 
 
7 东大街 
 
8 前泥洼 
 
9 西管头 
 
10 丰益桥 
 
11 丽泽桥 
 
12 西局 
 
13 六里桥南里 
 
14 六里桥北里 
 
15 公主坟南站 
 
16 公主坟 
 
17 八一湖 
 
18 阜成路 
 
19 花园村 
 
20 紫竹院 
 
21 万寿寺 
 
22 魏公村西口 
 
23 三义庙 
 
24 人民大学 
 
25 红民村 
 
26 大钟寺 
 
27 学院路 
 
28 蓟门桥 
 
29 航空航天大学 
 
30 成府路东口 
 
31 科技大学 
 
32 二里庄南口 
 
33 二里庄 
 
34 北沙滩 
 
35 南沟泥河 
 
36 地球所 
 
37 洼里南口 
 
38 豹房 
 
39 大屯 
 
40 大屯北站 
 
41 辛店村 
 
42 北苑 
 
43 北苑北站 
 
44 大羊坊 
 
45 立水桥 
 
46 立水桥北站 
 
47 东小口 
 
48 天通苑 
 
49 丽水园 
 
50 太平庄 
 
51 太平庄北站 
 
52 东三旗 
 
53 平西府 
 
54 政府街西口 
 
55 望都家园 
 
56 北七家工业园区 
 
57 北七家开发区 
 
58 北亚小区 
 
59 北亚花园 
"
727,"836(北亚花园-宝隆公寓)","北亚花园","宝隆公寓","47.20","巴士","是","无效","分段计价","11.00","6:00","20:00","1 北亚花园 
 
2 北亚小区 
 
3 北七家开发区 
 
4 北七家工业园区 
 
5 望都家园 
 
6 政府街西口 
 
7 平西府 
 
8 东三旗 
 
9 太平庄北站 
 
10 太平庄 
 
11 丽水园 
 
12 天通苑 
 
13 东小口 
 
14 立水桥北站 
 
15 立水桥 
 
16 大羊坊 
 
17 北苑北站 
 
18 北苑 
 
19 辛店村 
 
20 大屯北站 
 
21 大屯 
 
22 豹房 
 
23 洼里南口 
 
24 地球所 
 
25 南沟泥河 
 
26 北沙滩 
 
27 二里庄 
 
28 二里庄南口 
 
29 科技大学 
 
30 成府路东口 
 
31 航空航天大学 
 
32 蓟门桥 
 
33 学院路 
 
34 大钟寺 
 
35 红民村 
 
36 人民大学 
 
37 三义庙 
 
38 魏公村西口 
 
39 万寿寺 
 
40 紫竹院 
 
41 花园村 
 
42 阜成路 
 
43 八一湖 
 
44 公主坟 
 
45 公主坟南站 
 
46 六里桥北里 
 
47 六里桥南里 
 
48 西局 
 
49 丽泽桥 
 
50 丰益桥 
 
51 西管头 
 
52 前泥洼 
 
53 东大街 
 
54 东大街南口 
 
55 丰台火车站 
 
56 正阳大街 
 
57 丰台桥南 
 
58 韩庄子 
 
59 宝隆公寓 
"
728,"840内(大瓦窑村-大瓦窑村)","大瓦窑村","大瓦窑村","75.93","巴士","是","无效","分段计价","17.00","5:30","19:30","1 大瓦窑村 
 
2 大瓦窑南站 
 
3 西道口北站 
 
4 刘庄子 
 
5 南五里店 
 
6 西道口 
 
7 丰台医院 
 
8 丰台 
 
9 北大地 
 
10 岔路口 
 
11 丰台路口 
 
12 岳各庄桥 
 
13 岳各庄 
 
14 郑常庄 
 
15 青塔 
 
16 沙窝 
 
17 五棵松南站 
 
18 五棵松北站 
 
19 营慧寺 
 
20 金庄 
 
21 小煤厂 
 
22 海淀桥 
 
23 中关村 
 
24 中关村一街 
 
25 保福寺 
 
26 海淀走读大学 
 
27 学院路 
 
28 齐园路 
 
29 健翔桥西 
 
30 亚运村 
 
31 安慧桥 
 
32 小营 
 
33 惠新东街 
 
34 东风桥 
 
35 朝阳公园桥 
 
36 朝阳路 
 
37 四惠桥建材市场 
 
38 大郊亭 
 
39 弘燕桥 
 
40 小武基桥 
 
41 十八里店北桥 
 
42 十八里店南桥 
 
43 肖村桥 
 
44 大红门 
 
45 公益桥 
 
46 花乡桥 
 
47 花乡 
 
48 马场 
 
49 丰台桥南 
 
50 丰台 
 
51 丰台医院 
 
52 西道口 
 
53 南五里店 
 
54 刘庄子 
 
55 西道口北站 
 
56 大瓦窑南站 
 
57 大瓦窑村 
"
729,"840外(南湖渠-南湖渠)","南湖渠","南湖渠","71.55","巴士","是","无效","分段计价","16.00","5:30","19:30","1 南湖渠 
 
2 花家地西里 
 
3 南湖中园 
 
4 十字口村 
 
5 惠新东街 
 
6 小营 
 
7 安慧桥 
 
8 亚运村 
 
9 健翔桥西 
 
10 齐园路 
 
11 学院路 
 
12 海淀走读大学 
 
13 保福寺 
 
14 中关村一街 
 
15 中关村 
 
16 海淀桥 
 
17 小煤厂 
 
18 金庄 
 
19 营慧寺 
 
20 五棵松北站 
 
21 五棵松南站 
 
22 沙窝 
 
23 青塔 
 
24 郑常庄 
 
25 岳各庄 
 
26 岳各庄桥 
 
27 丰台路口 
 
28 岔路口 
 
29 北大地 
 
30 丰台 
 
31 丰台桥南 
 
32 马场 
 
33 花乡 
 
34 花乡桥 
 
35 公益桥 
 
36 大红门 
 
37 肖村桥 
 
38 十八里店南桥 
 
39 十八里店北桥 
 
40 小武基桥 
 
41 弘燕桥 
 
42 大郊亭 
 
43 四惠桥建材市场 
 
44 朝阳路 
 
45 朝阳公园桥 
 
46 东风桥 
 
47 十字口村 
 
48 南湖中园 
 
49 花家地西里 
 
50 南湖渠 
"
730,"845(靛厂新村-十三陵水库)","靛厂新村","十三陵水库","57.03","巴士","是","无效","分段计价","12.00","6:00","20:00","1 靛厂新村 
 
2 靛厂 
 
3 吴家村路 
 
4 马官营 
 
5 六里桥北里 
 
6 什坊院 
 
7 北京西站 
 
8 小马厂 
 
9 天宁寺 
 
10 复兴门 
 
11 儿童医院 
 
12 阜成门 
 
13 西直门 
 
14 明光村 
 
15 学院路 
 
16 北太平庄 
 
17 牡丹园 
 
18 健德门桥 
 
19 祁家豁子 
 
20 北沙滩 
 
21 清河 
 
22 小营 
 
23 西三旗 
 
24 回龙观 
 
25 回龙观北站 
 
26 二拨子 
 
27 朱辛庄 
 
28 史各庄 
 
29 定福皇庄 
 
30 沙河 
 
31 北大桥 
 
32 满井 
 
33 小寨 
 
34 西沙屯 
 
35 白浮 
 
36 水屯 
 
37 南环中路 
 
38 南大街 
 
39 政法大学 
 
40 昌平东关 
 
41 公交培训中心 
 
42 十三陵水库 
"
731,"845(十三陵水库-靛厂新村)","十三陵水库","靛厂新村","55.93","巴士","是","无效","分段计价","12.00","6:00","20:00","1 十三陵水库 
 
2 公交培训中心 
 
3 昌平东关 
 
4 政法大学 
 
5 南大街 
 
6 南环中路 
 
7 水屯 
 
8 白浮 
 
9 西沙屯 
 
10 小寨 
 
11 满井 
 
12 北大桥 
 
13 沙河 
 
14 定福皇庄 
 
15 史各庄 
 
16 朱辛庄 
 
17 二拨子 
 
18 回龙观北站 
 
19 回龙观 
 
20 西三旗 
 
21 小营 
 
22 清河 
 
23 北沙滩 
 
24 祁家豁子 
 
25 健德门桥 
 
26 牡丹园 
 
27 北太平庄 
 
28 学院路 
 
29 明光村 
 
30 西直门 
 
31 阜成门 
 
32 儿童医院 
 
33 复兴门 
 
34 天宁寺 
 
35 小马厂 
 
36 北京西站 
 
37 六里桥北里 
 
38 马官营 
 
39 吴家村路 
 
40 靛厂 
 
41 靛厂新村 
"
732,"846(定慧桥-西潞苑小区)","定慧桥","西潞苑小区","37.65","巴士","是","无效","分段计价","8.00","6:00","21:00","1 定慧桥 
 
2 五孔桥 
 
3 定慧寺 
 
4 钓鱼台 
 
5 西八里庄 
 
6 西三环 
 
7 马神庙 
 
8 白堆子 
 
9 甘家口 
 
10 展览路 
 
11 礼士路 
 
12 阜成门 
 
13 白塔寺 
 
14 西四 
 
15 府右街 
 
16 北海 
 
17 故宫 
 
18 沙滩 
 
19 美术馆 
 
20 东四 
 
21 小街 
 
22 朝阳门 
 
23 朝外大街 
 
24 神路街 
 
25 东大桥 
 
26 关东店 
 
27 呼家楼 
 
28 小庄 
 
29 红庙 
 
30 英家坟 
 
31 慈云寺 
 
32 八里庄 
 
33 印染厂 
 
34 十里堡 
 
35 青年路 
 
36 太平庄 
 
37 高井 
 
38 大黄庄 
 
39 定福庄 
 
40 二外语 
 
41 三间房 
 
42 周家井 
 
43 管庄 
 
44 杨闸 
 
45 西军庄 
 
46 八里桥北站 
 
47 物资学院 
 
48 结研所 
 
49 富河园 
 
50 检测场 
 
51 西潞园小区 
"
733,"846(西潞苑小区-定慧桥)","西潞苑小区","定慧桥","38.00","巴士","是","无效","分段计价","8.00","6:00","20:30","1 西潞园小区 
 
2 检测场 
 
3 富河园 
 
4 结研所 
 
5 物资学院 
 
6 八里桥北站 
 
7 西军庄 
 
8 杨闸 
 
9 管庄 
 
10 周家井 
 
11 三间房 
 
12 二外语 
 
13 定福庄 
 
14 大黄庄 
 
15 高井 
 
16 太平庄 
 
17 青年路 
 
18 十里堡 
 
19 印染厂 
 
20 八里庄 
 
21 慈云寺 
 
22 英家坟 
 
23 红庙 
 
24 小庄 
 
25 呼家楼 
 
26 关东店 
 
27 东大桥 
 
28 神路街 
 
29 朝外大街 
 
30 朝阳门 
 
31 小街 
 
32 东四 
 
33 美术馆 
 
34 沙滩 
 
35 故宫 
 
36 北海 
 
37 府右街 
 
38 西四 
 
39 白塔寺 
 
40 阜成门 
 
41 礼士路 
 
42 展览路 
 
43 甘家口 
 
44 白堆子 
 
45 马神庙 
 
46 西三环 
 
47 西八里庄 
 
48 钓鱼台 
 
49 定慧寺 
 
50 五孔桥 
 
51 定慧桥 
"
734,"847(都市芳园-豆各庄乡政府)","都市芳园","豆各庄乡政府","42.00","巴士","是","无效","分段计价","9.00","5:45","20:30","1 都市芳园 
 
2 太平庄 
 
3 丽水园 
 
4 天通苑 
 
5 东小口 
 
6 立水桥北站 
 
7 立水桥 
 
8 大羊坊 
 
9 北苑北站 
 
10 北苑 
 
11 辛店村 
 
12 大屯北站 
 
13 华汇商厦 
 
14 慧忠北里 
 
15 大屯 
 
16 炎黄艺术馆 
 
17 安慧北里 
 
18 安慧桥 
 
19 小营 
 
20 经贸大学 
 
21 中日医院 
 
22 和平街北口 
 
23 西坝河 
 
24 静安庄 
 
25 三元桥 
 
26 亮马桥 
 
27 亮马桥南站 
 
28 农展馆 
 
29 团结湖 
 
30 朝阳公园 
 
31 甜水园北里 
 
32 金台路 
 
33 红庙 
 
34 八王坟 
 
35 四惠桥 
 
36 四惠站 
 
37 陈家林 
 
38 停车场 
 
39 高碑店 
 
40 梆子井 
 
41 茶家坟 
 
42 双桥站 
 
43 双桥路南站 
 
44 东柳 
 
45 咸宁侯 
 
46 何家坟 
 
47 水电站 
 
48 绿丰家园 
 
49 青青家园 
 
50 豆各庄乡政府 
"
735,"847(豆各庄乡政府-都市芳园)","豆各庄乡政府","都市芳园","42.00","巴士","是","无效","分段计价","9.00","6:00","20:30","1 豆各庄乡政府 
 
2 青青家园 
 
3 绿丰家园 
 
4 水电站 
 
5 何家坟 
 
6 咸宁侯 
 
7 东柳 
 
8 双桥路南站 
 
9 双桥站 
 
10 茶家坟 
 
11 梆子井 
 
12 高碑店 
 
13 停车场 
 
14 陈家林 
 
15 四惠站 
 
16 四惠桥 
 
17 八王坟 
 
18 红庙 
 
19 金台路 
 
20 甜水园北里 
 
21 朝阳公园 
 
22 团结湖 
 
23 农展馆 
 
24 亮马桥南站 
 
25 亮马桥 
 
26 三元桥 
 
27 静安庄 
 
28 西坝河 
 
29 和平街北口 
 
30 中日医院 
 
31 经贸大学 
 
32 小营 
 
33 安慧桥 
 
34 安慧北里 
 
35 炎黄艺术馆 
 
36 大屯 
 
37 慧忠北里 
 
38 华汇商厦 
 
39 大屯北站 
 
40 辛店村 
 
41 北苑 
 
42 北苑北站 
 
43 大羊坊 
 
44 立水桥 
 
45 立水桥北站 
 
46 东小口 
 
47 天通苑 
 
48 丽水园 
 
49 太平庄 
 
50 都市芳园 
"
736,"848(北京西站-东潞苑小区)","北京西站","东潞苑小区","37.10","巴士","是","无效","分段计价","8.00","6:00","20:30","1 北京西站 
 
2 小马厂 
 
3 天宁寺 
 
4 长椿街 
 
5 宣武门 
 
6 和平门 
 
7 前门 
 
8 台基厂 
 
9 崇文门 
 
10 北京站 
 
11 永安里 
 
12 大北窑 
 
13 八王坟 
 
14 北苑 
 
15 西门 
 
16 西大街 
 
17 新华大街 
 
18 通县东关 
 
19 北关环岛 
 
20 焦王庄南口 
 
21 焦王庄北口 
 
22 东潞园小区 
"
737,"848(东潞苑小区-北京西站)","东潞苑小区","北京西站","37.50","巴士","是","无效","分段计价","8.00","6:00","20:00","1 东潞园小区 
 
2 焦王庄北口 
 
3 焦王庄南口 
 
4 北关环岛 
 
5 通县东关 
 
6 新华大街 
 
7 西大街 
 
8 西门 
 
9 北苑 
 
10 八王坟 
 
11 大北窑 
 
12 永安里 
 
13 北京站 
 
14 崇文门 
 
15 台基厂 
 
16 前门 
 
17 和平门 
 
18 宣武门 
 
19 长椿街 
 
20 天宁寺 
 
21 小马厂 
 
22 北京西站 
"
738,"849(青塔小区-天通北苑)","青塔小区","天通北苑","36.85","巴士","是","无效","分段计价","8.00","6:00","20:00","1 青塔小区 
 
2 蔚园 
 
3 新园村 
 
4 永定路 
 
5 沙窝 
 
6 沙窝村 
 
7 西翠路口 
 
8 西翠路 
 
9 定慧寺 
 
10 钓鱼台 
 
11 八里庄 
 
12 阜成路 
 
13 花园村 
 
14 紫竹院 
 
15 万寿寺 
 
16 魏公村西口 
 
17 魏公村路 
 
18 农业科学院 
 
19 皂君庙 
 
20 四道口 
 
21 四道口东站 
 
22 明光村 
 
23 小西门 
 
24 师范大学 
 
25 北太平庄 
 
26 牡丹园 
 
27 健德门桥 
 
28 北辰路 
 
29 安贞西里 
 
30 小关 
 
31 安慧北里 
 
32 炎黄艺术馆 
 
33 秀园 
 
34 大屯 
 
35 大屯北站 
 
36 北苑 
 
37 大羊坊 
 
38 立水桥 
 
39 立水桥北站 
 
40 城铁立水桥站 
 
41 天通苑 
 
42 街心花园 
 
43 天通苑小区 
 
44 东大门 
 
45 东一区 
 
46 塔楼 
 
47 东三环岛 
 
48 东三区 
 
49 白坊 
 
50 天通北苑 
"
739,"849(天通北苑-青塔小区)","天通北苑","青塔小区","38.65","巴士","是","无效","分段计价","8.00","6:00","20:00","1 天通北苑 
 
2 白坊 
 
3 东三区 
 
4 东三环岛 
 
5 塔楼 
 
6 东一区 
 
7 东大门 
 
8 天通苑小区 
 
9 街心花园 
 
10 天通苑 
 
11 城铁立水桥站 
 
12 立水桥北站 
 
13 立水桥 
 
14 大羊坊 
 
15 北苑 
 
16 大屯北站 
 
17 大屯 
 
18 秀园 
 
19 炎黄艺术馆 
 
20 安慧北里 
 
21 小关 
 
22 安贞西里 
 
23 北辰路 
 
24 健德门桥 
 
25 牡丹园 
 
26 北太平庄 
 
27 师范大学 
 
28 小西门 
 
29 明光村 
 
30 四道口东站 
 
31 四道口 
 
32 皂君庙 
 
33 农业科学院 
 
34 魏公村路 
 
35 魏公村西口 
 
36 万寿寺 
 
37 紫竹院 
 
38 花园村 
 
39 阜成路 
 
40 八里庄 
 
41 钓鱼台 
 
42 定慧寺 
 
43 西翠路 
 
44 西翠路口 
 
45 沙窝村 
 
46 沙窝 
 
47 永定路 
 
48 新园村 
 
49 蔚园 
 
50 青塔小区 
"
740,"850(北七家村-张仪村)","北七家村","张仪村","50.46","巴士","是","无效","分段计价","11.00","6:00","19:30","1 北七家村 
 
2 海德堡花园 
 
3 晨浩花园 
 
4 东二旗村 
 
5 北七家 
 
6 工业园区 
 
7 望都家园 
 
8 政府街西口 
 
9 平西府 
 
10 东三旗 
 
11 太平庄 
 
12 丽水园 
 
13 天通苑 
 
14 东小口 
 
15 立水桥北站 
 
16 立水桥 
 
17 大羊坊 
 
18 有色所 
 
19 北苑北站 
 
20 北苑 
 
21 辛店村 
 
22 大屯北口 
 
23 大屯 
 
24 大屯西站 
 
25 炎黄艺术馆 
 
26 安慧北里 
 
27 奥体东门 
 
28 五路居 
 
29 安贞里 
 
30 甘水桥 
 
31 蒋宅口 
 
32 地坛 
 
33 安定门 
 
34 方家胡同 
 
35 交道口 
 
36 北兵马司 
 
37 锣鼓巷 
 
38 地安门 
 
39 北海北门 
 
40 东官房 
 
41 厂桥 
 
42 北京四中 
 
43 大红罗厂 
 
44 西四 
 
45 白塔寺 
 
46 阜成门 
 
47 阜外大街 
 
48 展览路 
 
49 甘家口 
 
50 白堆子 
 
51 马神庙 
 
52 八里庄 
 
53 钓鱼台 
 
54 定慧寺 
 
55 五孔桥 
 
56 铁家坟 
 
57 铁家坟南口 
 
58 永定路商场 
 
59 十一中学 
 
60 鲁谷东口 
 
61 鲁谷小区 
 
62 鲁谷西口 
 
63 焦家坟 
 
64 焦家坟南站 
 
65 吴庄 
 
66 吴庄南路 
 
67 张仪村北站 
 
68 张仪村东 
 
69 张仪村 
"
741,"850(张仪村-北七家村)","张仪村","北七家村","50.46","巴士","是","无效","分段计价","11.00","6:00","19:30","1 张仪村 
 
2 张仪村东 
 
3 张仪村北站 
 
4 吴庄南路 
 
5 吴庄 
 
6 焦家坟南站 
 
7 焦家坟 
 
8 鲁谷西口 
 
9 鲁谷小区 
 
10 鲁谷东口 
 
11 十一中学 
 
12 永定路商场 
 
13 铁家坟南口 
 
14 铁家坟 
 
15 五孔桥 
 
16 定慧寺 
 
17 钓鱼台 
 
18 八里庄 
 
19 马神庙 
 
20 白堆子 
 
21 甘家口 
 
22 展览路 
 
23 阜外大街 
 
24 阜成门 
 
25 白塔寺 
 
26 西四 
 
27 大红罗厂 
 
28 北京四中 
 
29 厂桥 
 
30 东官房 
 
31 北海北门 
 
32 地安门 
 
33 锣鼓巷 
 
34 北兵马司 
 
35 交道口 
 
36 方家胡同 
 
37 安定门 
 
38 地坛 
 
39 蒋宅口 
 
40 甘水桥 
 
41 安贞里 
 
42 五路居 
 
43 奥体东门 
 
44 安慧北里 
 
45 炎黄艺术馆 
 
46 大屯西站 
 
47 大屯 
 
48 大屯北口 
 
49 辛店村 
 
50 北苑 
 
51 北苑北站 
 
52 有色所 
 
53 大羊坊 
 
54 立水桥 
 
55 立水桥北站 
 
56 东小口 
 
57 天通苑 
 
58 丽水园 
 
59 太平庄 
 
60 东三旗 
 
61 平西府 
 
62 政府街西口 
 
63 望都家园 
 
64 工业园区 
 
65 北七家 
 
66 东二旗村 
 
67 晨浩花园 
 
68 海德堡花园 
 
69 北七家村 
"
742,"851(南七家-张仪村)","南七家","张仪村","50.30","巴士","是","无效","分段计价","10.00","6:00","20:00","1 南七家 
 
2 燕丹村 
 
3 燕丹乡政府 
 
4 燕丹 
 
5 菊苑 
 
6 兰苑 
 
7 名佳花园 
 
8 平西府 
 
9 东三旗 
 
10 太平庄 
 
11 丽水园 
 
12 天通苑 
 
13 东小口 
 
14 立水桥北站 
 
15 立水桥 
 
16 大羊坊 
 
17 有色所 
 
18 北苑北站 
 
19 北苑 
 
20 辛店村 
 
21 大屯北站 
 
22 大屯 
 
23 豹房 
 
24 洼里南口 
 
25 中科院地球所 
 
26 南沟泥河 
 
27 北沙滩 
 
28 南沙滩 
 
29 苇子坑 
 
30 志新北里 
 
31 志新村 
 
32 花园北路 
 
33 牡丹园北站 
 
34 牡丹园西 
 
35 塔院小区 
 
36 知春路 
 
37 知春路南里 
 
38 知春里 
 
39 海淀黄庄 
 
40 海淀南路 
 
41 万泉河路 
 
42 巴沟村 
 
43 万柳中路北口 
 
44 巴沟村南路 
 
45 万柳中路南口 
 
46 远大路东口 
 
47 世纪城北门 
 
48 远大西路 
 
49 南坞 
 
50 东冉村 
 
51 小煤厂 
 
52 金庄 
 
53 营慧寺 
 
54 五孔桥 
 
55 定慧桥 
 
56 金沟河东口 
 
57 金沟河路 
 
58 铁家坟 
 
59 永定路 
 
60 永定路北口 
 
61 太平路 
 
62 石槽 
 
63 鲁谷东口 
 
64 鲁谷小区 
 
65 鲁谷西口 
 
66 焦家坟 
 
67 焦家坟南站 
 
68 吴庄 
 
69 吴庄南路 
 
70 张仪村北站 
 
71 张仪村东 
 
72 张仪村 
"
743,"851(张仪村-南七家)","张仪村","南七家","49.90","巴士","是","无效","分段计价","10.00","6:00","20:00","1 张仪村 
 
2 张仪村东 
 
3 张仪村北站 
 
4 吴庄南路 
 
5 吴庄 
 
6 焦家坟南站 
 
7 焦家坟 
 
8 鲁谷西口 
 
9 鲁谷小区 
 
10 鲁谷东口 
 
11 石槽 
 
12 太平路 
 
13 永定路北口 
 
14 永定路 
 
15 铁家坟 
 
16 金沟河路 
 
17 金沟河东口 
 
18 定慧桥 
 
19 五孔桥 
 
20 营慧寺 
 
21 金庄 
 
22 小煤厂 
 
23 东冉村 
 
24 远大西路 
 
25 世纪城北门 
 
26 远大路东口 
 
27 万柳中路南口 
 
28 巴沟村南路 
 
29 万柳中路北口 
 
30 巴沟村 
 
31 万泉河路 
 
32 海淀南路 
 
33 海淀黄庄 
 
34 知春里 
 
35 知春路南里 
 
36 知春路 
 
37 塔院小区 
 
38 牡丹园西 
 
39 牡丹园北站 
 
40 健翔桥西 
 
41 苇子坑 
 
42 南沙滩 
 
43 北沙滩 
 
44 南沟泥河 
 
45 中科院地球所 
 
46 洼里南口 
 
47 豹房 
 
48 大屯 
 
49 大屯北站 
 
50 辛店村 
 
51 北苑 
 
52 北苑北站 
 
53 有色所 
 
54 大羊坊 
 
55 立水桥 
 
56 立水桥北站 
 
57 东小口 
 
58 天通苑 
 
59 丽水园 
 
60 太平庄 
 
61 东三旗 
 
62 平西府 
 
63 名佳花园 
 
64 兰苑 
 
65 菊苑 
 
66 燕丹 
 
67 燕丹乡政府 
 
68 燕丹村 
 
69 南七家 
"
744,"852(都市芳园-老君堂村)","都市芳园","老君堂村","41.00","巴士","是","无效","分段计价","9.00","6:00","20:00","1 都市芳园 
 
2 天通西苑西门 
 
3 天通西苑东门 
 
4 太平庄 
 
5 丽水园 
 
6 天通苑 
 
7 东小口 
 
8 立水桥城铁 
 
9 立水桥北站 
 
10 立水桥 
 
11 北苑家园 
 
12 北苑家园东区 
 
13 时代庄园 
 
14 朝来家园西区 
 
15 朝来家园 
 
16 朝来家园东区 
 
17 北苑村 
 
18 顾家村 
 
19 来广营西 
 
20 来广营 
 
21 望京北路 
 
22 科技园 
 
23 望京创业园 
 
24 望京花园 
 
25 供热厂 
 
26 望京路 
 
27 望京西 
 
28 阜通西大街 
 
29 望花路 
 
30 西八间房 
 
31 万红西街 
 
32 陈各庄 
 
33 将台路 
 
34 酒仙桥 
 
35 酒仙桥商城 
 
36 十里居 
 
37 窑口 
 
38 安家楼 
 
39 窑口村 
 
40 枣营北里 
 
41 景园 
 
42 朝阳公园 
 
43 甜水园北里 
 
44 金台路 
 
45 红庙 
 
46 八王坟 
 
47 东郊火车站 
 
48 九龙山 
 
49 珠江帝景 
 
50 平乐园 
 
51 北工大北站 
 
52 北京工业大学 
 
53 松榆东里 
 
54 双龙南里 
 
55 松榆西里 
 
56 首都图书馆 
 
57 左安东路 
 
58 十里河 
 
59 十里河东站 
 
60 周庄 
 
61 周庄南站 
 
62 乡政府 
 
63 十八里店 
 
64 十八里店东站 
 
65 十八里店村 
 
66 老君堂南站 
 
67 老君堂村 
"
